irrelevant,irrelevant,irrelevant,irrelevant,numerical_features,numerical_features,technician_latitude,technician_longitude,site_latitude,site_longitude,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,target_column,categorical_features,categorical_features,categorical_features,categorical_features
nyfh224947388,18-Apr-26,TECH1114,Robert Taylor,32,4.4,18.563934,73.915367,18.603935,73.955367,HVAC Maintenance,Medium Priority,Chiller Unit,Sandstorms,Medium ,Metropolitian ,0.616666667,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
uvri048682496,19-Apr-26,TECH1115,Lisa Nguyen,23,4.6,22.760072,75.892574,22.850072,75.982574,Electrical Repair,High Priority,Heat Pump,Windy,Jam ,Metropolitian ,2.25,Home,Customer Complaint ,Trane,CenTraVac
bbws342212288,20-Apr-26,TECH1116,Carlos Rivera,21,4.8,19.12663,72.829976,19.16663,72.869976,Plumbing Maintenance,Urgent Priority,Ventilation System,Windy,Medium ,Other,2.25,Clothing,Automated System Alert ,Lennox,Energence Ultra
wsoh266827723,21-Apr-26,TECH1117,Emma Brown,31,4.2,22.761226,75.887522,22.821226,75.947522,Boiler Servicing,Low Priority,Rooftop AC,Windy,Medium ,Metropolitian ,2.666666667,Outdoors,Compliance Audit ,Daikin,VRV IV
leff787822709,22-Apr-26,TECH1118,Vikram Singh,37,4.6,19.178321,72.834715,19.198321,72.854715,Refrigeration System Repair,Medium Priority,Asset  type,Stormy,High ,Urban ,2.333333333,Books,Routine Inspection,York,Affinity YXV
talu198958493,23-Apr-26,TECH1119,Robert Taylor,20,4.5,21.149834,72.778666,21.199834,72.828666,HVAC Maintenance,High Priority,Air Conditioner,Sandstorms,Jam ,Metropolitian ,2.416666667,Kitchen,Scheduled Maintenance ,Carrier,AquaEdge 23XR
anfx475383342,24-Apr-26,TECH1120,Lisa Nguyen,28,4.5,26.88842,75.800689,26.89842,75.810689,Electrical Repair,Urgent Priority,Chiller Unit,Sandstorms,Low ,Metropolitian ,2.25,Electronics,Customer Complaint ,Trane,CenTraVac
eddt314765083,25-Apr-26,TECH1121,Carlos Rivera,22,4.9,12.297954,76.665169,12.307954,76.675169,Plumbing Maintenance,Low Priority,Heat Pump,Cloudy,Low ,Metropolitian ,0.916666667,Clothing,Automated System Alert ,Lennox,Energence Ultra
pcyt916802893,26-Apr-26,TECH1122,Emma Brown,20,4.7,17.458998,78.500366,17.518998,78.560366,Boiler Servicing,Medium Priority,Ventilation System,Cloudy,Medium ,Urban ,0.216666667,Grocery,Compliance Audit ,Daikin,VRV IV
ungk686699285,27-Apr-26,TECH1123,Vikram Singh,34,4.8,23.354422,85.3329,23.484422,85.4629,Refrigeration System Repair,High Priority,Rooftop AC,Windy,Low ,Metropolitian ,2.25,Jewelry,Routine Inspection,York,Affinity YXV
jgcy113446649,28-Apr-26,TECH1124,Robert Taylor,38,4.8,13.044694,80.26147,13.084694,80.30147,HVAC Maintenance,Urgent Priority,Asset  type,Windy,High ,Metropolitian ,2.083333333,Shoes,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ronf620294989,29-Apr-26,TECH1125,Lisa Nguyen,32,4.5,23.416792,85.316842,23.456792,85.356842,Electrical Repair,Low Priority,Air Conditioner,Cloudy,High ,Metropolitian ,2.25,Shoes,Customer Complaint ,Trane,CenTraVac
hoxq128553542,30-Apr-26,TECH1126,Carlos Rivera,34,4.9,18.520016,73.830547,18.630016,73.940547,Plumbing Maintenance,Medium Priority,Chiller Unit,Sunny,Low ,Metropolitian ,0.433333333,Grocery,Automated System Alert ,Lennox,Energence Ultra
pmtg425435413,1-May-26,TECH1127,Emma Brown,33,3.9,22.722634,75.886959,22.812634,75.976959,Boiler Servicing,High Priority,Heat Pump,Windy,Medium ,Metropolitian ,2.666666667,Apparel,Compliance Audit ,Daikin,VRV IV
qefg170628671,2-May-26,TECH1128,Vikram Singh,34,4.5,22.745536,75.893106,22.765536,75.913106,Refrigeration System Repair,Urgent Priority,Ventilation System,Windy,Low ,Metropolitian ,2.083333333,Apparel,Routine Inspection,York,Affinity YXV
bdlk287272047,3-May-26,TECH1129,Robert Taylor,32,4.6,0,0,0.03,0.03,HVAC Maintenance,Low Priority,Rooftop AC,Stormy,Jam ,Metropolitian ,2.666666667,Kitchen,Scheduled Maintenance ,Carrier,AquaEdge 23XR
iqem237229463,4-May-26,TECH1130,Lisa Nguyen,34,4.7,12.304569,76.643622,12.354569,76.693622,Electrical Repair,Medium Priority,Asset  type,Sunny,Jam ,Metropolitian ,2.416666667,Cosmetics,Customer Complaint ,Trane,CenTraVac
zazf712069296,5-May-26,TECH1131,Carlos Rivera,26,4.6,21.175104,72.804342,21.245104,72.874342,Plumbing Maintenance,High Priority,Air Conditioner,Cloudy,Jam ,Metropolitian ,2.666666667,Apparel,Automated System Alert ,Lennox,Energence Ultra
dpcr770207794,6-May-26,TECH1132,Emma Brown,31,4,12.935662,77.61413,13.015662,77.69413,Boiler Servicing,Urgent Priority,Chiller Unit,Cloudy,Low ,Metropolitian ,2.916666667,Shoes,Compliance Audit ,Daikin,VRV IV
glsd963477325,7-May-26,TECH1133,Vikram Singh,39,4.8,21.17106,72.789292,21.21106,72.829292,Refrigeration System Repair,Low Priority,Heat Pump,Sunny,High ,Metropolitian ,2.25,Clothing,Routine Inspection,York,Affinity YXV
zhhx122382345,8-May-26,TECH1134,Robert Taylor,27,4.8,0,0,0.01,0.01,HVAC Maintenance,Medium Priority,Ventilation System,Sunny,Low ,Metropolitian ,1.25,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
titu043025048,9-May-26,TECH1135,Lisa Nguyen,32,5,17.450851,78.379347,17.500851,78.429347,Electrical Repair,High Priority,Rooftop AC,Cloudy,Jam ,Urban ,2.25,Shoes,Customer Complaint ,Trane,CenTraVac
gyxe336866683,10-May-26,TECH1136,Carlos Rivera,32,4.5,22.526461,88.364453,22.576461,88.414453,Plumbing Maintenance,Urgent Priority,Asset  type,Stormy,Medium ,Metropolitian ,2.5,Jewelry,Automated System Alert ,Lennox,Energence Ultra
zlcm795242431,11-May-26,TECH1137,Emma Brown,39,4.1,23.371292,85.327872,23.441292,85.397872,Boiler Servicing,Low Priority,Air Conditioner,Sunny,Medium ,Metropolitian ,2.666666667,Pet Supplies,Compliance Audit ,Daikin,VRV IV
zdvi265864937,12-May-26,TECH1138,Vikram Singh,36,4.8,18.520016,73.830547,18.530016,73.840547,Refrigeration System Repair,Medium Priority,Chiller Unit,Stormy,Low ,Metropolitian ,2.083333333,Clothing,Routine Inspection,York,Affinity YXV
wduj099075306,13-May-26,TECH1139,Robert Taylor,37,4.1,13.029198,77.570997,13.059198,77.600997,HVAC Maintenance,High Priority,Heat Pump,Windy,Medium ,Metropolitian ,3.166666667,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
xhwj851689395,14-May-26,TECH1140,Lisa Nguyen,37,4.8,23.416792,85.316842,23.476792,85.376842,Electrical Repair,Urgent Priority,Ventilation System,Fog,Jam ,Metropolitian ,2.166666667,Apparel,Customer Complaint ,Trane,CenTraVac
opbb084664115,15-May-26,TECH1141,Carlos Rivera,38,3.7,18.520016,73.830547,18.630016,73.940547,Plumbing Maintenance,Low Priority,Rooftop AC,Stormy,Jam ,Metropolitian ,2.583333333,Electronics,Automated System Alert ,Lennox,Energence Ultra
nplz786278633,16-May-26,TECH1142,Emma Brown,28,4.7,23.416792,85.316842,23.436792,85.336842,Boiler Servicing,Medium Priority,Asset  type,Stormy,High ,Metropolitian ,2.333333333,Shoes,Compliance Audit ,Daikin,VRV IV
vfml243571298,17-May-26,TECH1143,Vikram Singh,34,3.8,18.546258,73.904337,18.656258,74.014337,Refrigeration System Repair,High Priority,Air Conditioner,Stormy,Medium ,Metropolitian ,2.583333333,Shoes,Routine Inspection,York,Affinity YXV
evto530786855,18-May-26,TECH1144,Robert Taylor,32,4.9,13.026286,80.275235,13.136286,80.385235,HVAC Maintenance,Urgent Priority,Chiller Unit,Cloudy,Low ,Metropolitian ,2.416666667,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ckgu502252849,19-May-26,TECH1145,Lisa Nguyen,22,4.7,26.921411,75.793604,26.981411,75.853604,Electrical Repair,Low Priority,Heat Pump,Windy,Low ,Urban ,1.416666667,Home,Customer Complaint ,Trane,CenTraVac
tjxh038296843,20-May-26,TECH1146,Carlos Rivera,31,4,22.552672,88.352885,22.642672,88.442885,Plumbing Maintenance,Medium Priority,Ventilation System,Windy,Medium ,Metropolitian ,3.75,Skincare,Automated System Alert ,Lennox,Energence Ultra
xhlz301038990,21-May-26,TECH1147,Emma Brown,27,4,12.352058,76.60665,12.432058,76.68665,Boiler Servicing,High Priority,Rooftop AC,Sandstorms,Medium ,Metropolitian ,2.833333333,Shoes,Compliance Audit ,Daikin,VRV IV
zpnu794398600,22-May-26,TECH1148,Vikram Singh,29,4.9,11.022298,76.998349,11.132298,77.108349,Refrigeration System Repair,Urgent Priority,Asset  type,Windy,Jam ,Metropolitian ,2,Outdoors,Routine Inspection,York,Affinity YXV
xiuy990187238,23-May-26,TECH1149,Robert Taylor,38,4.8,11.008638,76.984311,11.068638,77.044311,HVAC Maintenance,Low Priority,Air Conditioner,Sandstorms,Jam ,Metropolitian ,3.666666667,Shoes,Scheduled Maintenance ,Carrier,AquaEdge 23XR
mupr233190762,24-May-26,TECH1150,Lisa Nguyen,35,4.8,21.149669,72.772629,21.199669,72.822629,Electrical Repair,Medium Priority,Chiller Unit,Cloudy,Jam ,Metropolitian ,3,Skincare,Customer Complaint ,Trane,CenTraVac
pkqs694908430,25-May-26,TECH1151,Carlos Rivera,31,4.9,12.972161,77.596014,13.002161,77.626014,Plumbing Maintenance,High Priority,Heat Pump,Sunny,Jam ,Metropolitian ,2.333333333,Electronics,Automated System Alert ,Lennox,Energence Ultra
qibd572188244,26-May-26,TECH1152,Emma Brown,30,4.3,13.049645,80.242268,13.139645,80.332268,Boiler Servicing,Urgent Priority,Ventilation System,Windy,Medium ,Metropolitian ,3.083333333,Apparel,Compliance Audit ,Daikin,VRV IV
rwkg752700186,27-May-26,TECH1153,Vikram Singh,24,4.9,0,0,0.06,0.06,Refrigeration System Repair,Low Priority,Rooftop AC,Fog,Medium ,Urban ,0.166666667,Grocery,Routine Inspection,York,Affinity YXV
xukr152686247,28-May-26,TECH1154,Robert Taylor,33,4.8,17.430448,78.418213,17.520448,78.508213,HVAC Maintenance,Medium Priority,Asset  type,Stormy,Low ,Urban ,1.916666667,Sports,Scheduled Maintenance ,Carrier,AquaEdge 23XR
pkts252955495,29-May-26,TECH1155,Lisa Nguyen,29,4.6,30.372202,78.077151,30.442202,78.147151,Electrical Repair,High Priority,Air Conditioner,Sandstorms,Low ,Metropolitian ,0.366666667,Grocery,Customer Complaint ,Trane,CenTraVac
kjef892715538,30-May-26,TECH1156,Carlos Rivera,38,4.6,19.176269,72.836721,19.216269,72.876721,Plumbing Maintenance,Urgent Priority,Chiller Unit,Stormy,High ,Metropolitian ,2.166666667,Toys,Automated System Alert ,Lennox,Energence Ultra
pmpr684370621,31-May-26,TECH1157,Emma Brown,26,4.9,23.351489,85.324253,23.411489,85.384253,Boiler Servicing,Low Priority,Heat Pump,Sandstorms,Jam ,Metropolitian ,2.833333333,Cosmetics,Compliance Audit ,Daikin,VRV IV
bpyt851249485,1-Jun-26,TECH1158,Vikram Singh,39,4.8,0,0,0.04,0.04,Refrigeration System Repair,Medium Priority,Ventilation System,Sandstorms,Medium ,Metropolitian ,2.166666667,Cosmetics,Routine Inspection,York,Affinity YXV
fdjp742606171,2-Jun-26,TECH1159,Robert Taylor,24,4.5,0,0,0.11,0.11,HVAC Maintenance,High Priority,Rooftop AC,Fog,Low ,Metropolitian ,0.35,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
deff957321361,3-Jun-26,TECH1160,Lisa Nguyen,34,4.2,18.530963,73.828972,18.590963,73.888972,Electrical Repair,Urgent Priority,Asset  type,Stormy,Low ,Metropolitian ,2.333333333,Electronics,Customer Complaint ,Trane,CenTraVac
vakz912181469,4-Jun-26,TECH1161,Carlos Rivera,26,4.7,26.766536,75.837333,26.826536,75.897333,Plumbing Maintenance,Low Priority,Air Conditioner,Windy,Low ,Metropolitian ,0.233333333,Grocery,Automated System Alert ,Lennox,Energence Ultra
lxlx275255455,5-Jun-26,TECH1162,Emma Brown,35,4.7,22.722634,75.886959,22.762634,75.926959,Boiler Servicing,Medium Priority,Chiller Unit,Cloudy,Medium ,Metropolitian ,1.416666667,Shoes,Compliance Audit ,Daikin,VRV IV
dowq522268038,6-Jun-26,TECH1163,Vikram Singh,36,4.2,12.98041,77.640489,13.01041,77.670489,Refrigeration System Repair,High Priority,Heat Pump,Sandstorms,Medium ,Metropolitian ,3.083333333,Electronics,Routine Inspection,York,Affinity YXV
xdao434795901,7-Jun-26,TECH1164,Robert Taylor,24,2.6,22.307898,73.167788,22.417898,73.277788,HVAC Maintenance,Urgent Priority,Ventilation System,Sunny,Low ,Metropolitian ,3.5,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
qzve473103395,8-Jun-26,TECH1165,Lisa Nguyen,33,4.3,19.091458,72.827808,19.201458,72.937808,Electrical Repair,Low Priority,Rooftop AC,Cloudy,Medium ,Metropolitian ,2.833333333,Kitchen,Customer Complaint ,Trane,CenTraVac
sgrh968289641,9-Jun-26,TECH1166,Carlos Rivera,26,4.6,19.874733,75.353942,19.984733,75.463942,Plumbing Maintenance,Medium Priority,Asset  type,Windy,Medium ,Metropolitian ,2.083333333,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
jpet729617185,10-Jun-26,TECH1167,Emma Brown,32,5,13.045479,80.23311,13.155479,80.34311,Boiler Servicing,High Priority,Air Conditioner,Windy,Jam ,Urban ,2.5,Shoes,Compliance Audit ,Daikin,VRV IV
tbbu562785662,11-Jun-26,TECH1168,Vikram Singh,37,4.9,26.956431,75.776649,27.046431,75.866649,Refrigeration System Repair,Urgent Priority,Chiller Unit,Fog,Jam ,Metropolitian ,4,Skincare,Routine Inspection,York,Affinity YXV
yhct639146328,12-Jun-26,TECH1169,Robert Taylor,26,4.9,10.027014,76.308053,10.157014,76.438053,HVAC Maintenance,Low Priority,Heat Pump,Stormy,Low ,Metropolitian ,1.5,Jewelry,Scheduled Maintenance ,Carrier,AquaEdge 23XR
vpzi082179640,13-Jun-26,TECH1170,Lisa Nguyen,31,4.8,11.008638,76.984311,11.138638,77.114311,Electrical Repair,Medium Priority,Ventilation System,Stormy,Low ,Metropolitian ,2.333333333,Pet Supplies,Customer Complaint ,Trane,CenTraVac
wxqg297592780,14-Jun-26,TECH1171,Carlos Rivera,37,4.6,13.022394,80.242439,13.112394,80.332439,Plumbing Maintenance,High Priority,Rooftop AC,Stormy,Medium ,Urban ,2.166666667,Jewelry,Automated System Alert ,Lennox,Energence Ultra
eein393878639,15-Jun-26,TECH1172,Emma Brown,26,4.7,19.065838,72.832658,19.175838,72.942658,Boiler Servicing,Urgent Priority,Asset  type,Sunny,Jam ,Urban ,1.333333333,Skincare,Compliance Audit ,Daikin,VRV IV
qkiq165480717,16-Jun-26,TECH1173,Vikram Singh,37,4.8,22.75004,75.902847,22.78004,75.932847,Refrigeration System Repair,Low Priority,Air Conditioner,Cloudy,Jam ,Metropolitian ,2.083333333,Toys,Routine Inspection,York,Affinity YXV
hqwk443892657,17-Jun-26,TECH1174,Robert Taylor,22,4.6,0,0,0.13,0.13,HVAC Maintenance,Medium Priority,Chiller Unit,Sunny,Jam ,Metropolitian ,1.833333333,Sports,Scheduled Maintenance ,Carrier,AquaEdge 23XR
xkxm865630486,18-Jun-26,TECH1175,Lisa Nguyen,21,4.4,21.173493,72.801953,21.203493,72.831953,Electrical Repair,High Priority,Heat Pump,Windy,Low ,Metropolitian ,0.25,Grocery,Customer Complaint ,Trane,CenTraVac
bvni933228891,19-Jun-26,TECH1176,Carlos Rivera,22,4,13.029198,77.570997,13.039198,77.580997,Plumbing Maintenance,Urgent Priority,Ventilation System,Sandstorms,Low ,Urban ,0.466666667,Grocery,Automated System Alert ,Lennox,Energence Ultra
befv867092423,20-Jun-26,TECH1177,Emma Brown,38,4.5,13.026279,80.174568,13.036279,80.184568,Boiler Servicing,Low Priority,Rooftop AC,Windy,Low ,Urban ,1.666666667,Snacks,Compliance Audit ,Daikin,VRV IV
hobf254746878,21-Jun-26,TECH1178,Vikram Singh,28,4,13.091809,80.219104,13.131809,80.259104,Refrigeration System Repair,Medium Priority,Asset  type,Stormy,High ,Metropolitian ,2.666666667,Shoes,Routine Inspection,York,Affinity YXV
lhfo186255622,22-Jun-26,TECH1179,Robert Taylor,29,4.7,0,0,0.13,0.13,HVAC Maintenance,High Priority,Air Conditioner,Sandstorms,Jam ,Urban ,1.416666667,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
emki208355100,23-Jun-26,TECH1180,Lisa Nguyen,31,4.9,22.308096,73.167753,22.348096,73.207753,Electrical Repair,Urgent Priority,Chiller Unit,Cloudy,High ,Metropolitian ,3.166666667,Shoes,Customer Complaint ,Trane,CenTraVac
eiug703797186,24-Jun-26,TECH1181,Carlos Rivera,24,4.8,21.183434,72.814492,21.203434,72.834492,Plumbing Maintenance,Low Priority,Heat Pump,Cloudy,Low ,Metropolitian ,1.166666667,Skincare,Automated System Alert ,Lennox,Energence Ultra
gpgw045112006,25-Jun-26,TECH1182,Emma Brown,33,4.8,0,0,0.04,0.04,Boiler Servicing,Medium Priority,Ventilation System,Windy,Medium ,Metropolitian ,2.166666667,Apparel,Compliance Audit ,Daikin,VRV IV
pajv540287866,26-Jun-26,TECH1183,Vikram Singh,26,4.9,18.533811,73.899315,18.623811,73.989315,Refrigeration System Repair,High Priority,Rooftop AC,Sandstorms,Jam ,Metropolitian ,2.5,Cosmetics,Routine Inspection,York,Affinity YXV
pfch546197063,27-Jun-26,TECH1184,Robert Taylor,20,4.7,11.003681,76.975525,11.053681,77.025525,HVAC Maintenance,Urgent Priority,Asset  type,Cloudy,Jam ,Metropolitian ,2.416666667,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
watp349944722,28-Jun-26,TECH1185,Lisa Nguyen,29,4.8,21.149669,72.772629,21.279669,72.902629,Electrical Repair,Low Priority,Air Conditioner,Windy,Low ,Urban ,0.2,Grocery,Customer Complaint ,Trane,CenTraVac
ipvd026583007,29-Jun-26,TECH1186,Carlos Rivera,32,4,12.975377,77.696664,13.045377,77.766664,Plumbing Maintenance,Medium Priority,Chiller Unit,Windy,Medium ,Urban ,4.083333333,Sports,Automated System Alert ,Lennox,Energence Ultra
pexn467185751,30-Jun-26,TECH1187,Emma Brown,20,4.9,22.311358,73.164798,22.421358,73.274798,Boiler Servicing,High Priority,Heat Pump,Fog,Medium ,Metropolitian ,3.5,Electronics,Compliance Audit ,Daikin,VRV IV
nmla539707523,1-Jul-26,TECH1188,Vikram Singh,26,5,12.986047,80.218114,13.056047,80.288114,Refrigeration System Repair,Urgent Priority,Ventilation System,Sandstorms,Medium ,Urban ,2,Skincare,Routine Inspection,York,Affinity YXV
dbuw981669021,2-Jul-26,TECH1189,Robert Taylor,38,4.8,21.175975,72.795503,21.285975,72.905503,HVAC Maintenance,Low Priority,Rooftop AC,Cloudy,Jam ,Metropolitian ,3.833333333,Shoes,Scheduled Maintenance ,Carrier,AquaEdge 23XR
dbyg819334603,3-Jul-26,TECH1190,Lisa Nguyen,34,4.6,15.496162,73.825364,15.536162,73.865364,Electrical Repair,Medium Priority,Asset  type,Sandstorms,High ,Urban ,0.45,Grocery,Customer Complaint ,Trane,CenTraVac
koew144021127,4-Jul-26,TECH1191,Carlos Rivera,27,4.5,26.913726,75.75282,26.933726,75.77282,Plumbing Maintenance,High Priority,Air Conditioner,Stormy,Low ,Metropolitian ,1.083333333,Apparel,Automated System Alert ,Lennox,Energence Ultra
qmjh777621315,5-Jul-26,TECH1192,Emma Brown,29,5,22.569367,88.433187,22.639367,88.503187,Boiler Servicing,Urgent Priority,Chiller Unit,Windy,Jam ,Metropolitian ,2.083333333,Clothing,Compliance Audit ,Daikin,VRV IV
pszf462397050,6-Jul-26,TECH1193,Vikram Singh,24,4.9,21.170798,72.790489,21.300798,72.920489,Refrigeration System Repair,Low Priority,Heat Pump,Windy,Jam ,Urban ,2,Snacks,Routine Inspection,York,Affinity YXV
figc612141073,7-Jul-26,TECH1194,Robert Taylor,21,4.9,22.74806,75.8934,22.75806,75.9034,HVAC Maintenance,Medium Priority,Ventilation System,Cloudy,Low ,Metropolitian ,1,Apparel,Scheduled Maintenance ,Carrier,AquaEdge 23XR
gpwj834408989,8-Jul-26,TECH1195,Lisa Nguyen,33,4.4,30.895817,75.813112,30.905817,75.823112,Electrical Repair,High Priority,Rooftop AC,Windy,Low ,Metropolitian ,2,Clothing,Customer Complaint ,Trane,CenTraVac
pwbf401580256,9-Jul-26,TECH1196,Carlos Rivera,35,4.7,23.357804,85.325146,23.417804,85.385146,Plumbing Maintenance,Urgent Priority,Asset  type,Sandstorms,Jam ,Metropolitian ,0.483333333,Grocery,Automated System Alert ,Lennox,Energence Ultra
vpzj106843126,10-Jul-26,TECH1197,Emma Brown,35,4.7,11.010375,76.95295,11.090375,77.03295,Boiler Servicing,Low Priority,Air Conditioner,Stormy,Low ,Metropolitian ,1.5,Home,Compliance Audit ,Daikin,VRV IV
rpxi920665792,11-Jul-26,TECH1198,Vikram Singh,29,4.8,19.120083,72.907385,19.190083,72.977385,Refrigeration System Repair,Medium Priority,Chiller Unit,Cloudy,Low ,Metropolitian ,0.383333333,Grocery,Routine Inspection,York,Affinity YXV
vhkj347911892,12-Jul-26,TECH1199,Robert Taylor,21,4.9,18.563934,73.915367,18.643935,73.995367,HVAC Maintenance,High Priority,Heat Pump,Windy,Low ,Metropolitian ,1.583333333,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ilfo183800165,13-Jul-26,TECH1200,Lisa Nguyen,29,4.6,12.906229,77.596791,13.016229,77.706791,Electrical Repair,Urgent Priority,Ventilation System,Windy,Jam ,Urban ,2.416666667,Home,Customer Complaint ,Trane,CenTraVac
blgx713939207,14-Jul-26,TECH1201,Carlos Rivera,22,4.7,12.933298,77.614293,13.023298,77.704293,Plumbing Maintenance,Low Priority,Rooftop AC,Sunny,Jam ,Metropolitian ,2,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
wlra252926669,15-Jul-26,TECH1202,Emma Brown,24,4.4,27.161661,78.011544,27.241661,78.091544,Boiler Servicing,Medium Priority,Asset  type,Cloudy,Jam ,Metropolitian ,3.333333333,Toys,Compliance Audit ,Daikin,VRV IV
vxra135801103,16-Jul-26,TECH1203,Vikram Singh,23,4.9,12.337928,76.617889,12.347928,76.627889,Refrigeration System Repair,High Priority,Air Conditioner,Stormy,High ,Metropolitian ,1.833333333,Pet Supplies,Routine Inspection,York,Affinity YXV
fzng561300776,17-Jul-26,TECH1204,Robert Taylor,27,4.6,13.066762,80.251865,13.076762,80.261865,HVAC Maintenance,Urgent Priority,Chiller Unit,Windy,High ,Urban ,1,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
sdij345774967,18-Jul-26,TECH1205,Lisa Nguyen,33,4.1,10.994136,76.963303,11.074136,77.043303,Electrical Repair,Low Priority,Heat Pump,Sandstorms,Medium ,Metropolitian ,3.583333333,Jewelry,Customer Complaint ,Trane,CenTraVac
ylyn963444268,19-Jul-26,TECH1206,Carlos Rivera,35,4.6,17.440827,78.393391,17.550827,78.503391,Plumbing Maintenance,Medium Priority,Ventilation System,Windy,Medium ,Metropolitian ,2.166666667,Outdoors,Automated System Alert ,Lennox,Energence Ultra
prwc675910621,20-Jul-26,TECH1207,Emma Brown,21,4.7,11.003681,76.975525,11.033681,77.005525,Boiler Servicing,High Priority,Rooftop AC,Windy,Medium ,Metropolitian ,2.25,Apparel,Compliance Audit ,Daikin,VRV IV
sqjm123634300,21-Jul-26,TECH1208,Vikram Singh,39,4.4,13.064181,80.236442,13.154181,80.326442,Refrigeration System Repair,Urgent Priority,Asset  type,Fog,Low ,Metropolitian ,2.916666667,Electronics,Routine Inspection,York,Affinity YXV
